Student_ID,Full_Name,Grade_Level,Grade_Num,Age,Attendance_Rate_%,HW_Completion_%,Avg_Exam_Score,Missed_Assignments,Comm_Count,Has_Communication,Is_At_Risk,Score_Band
S00112,Barbara Taylor,Grade 5,5,10,22.58,33.33,80.0,1,0,False,False,Good
S00113,Brandon Garcia,Grade 2,2,19,37.93,40.0,60.5,1,0,False,False,Average
S00114,Kathryn Wilson,Grade 2,2,16,12.9,0.0,73.5,2,3,True,False,Average
S00115,Brian Lowe,Grade 3,3,18,20.0,80.0,61.0,0,4,True,False,Average
S00116,Julie Schneider,Grade 1,1,9,18.52,75.0,72.67,0,5,True,False,Average
S00117,Julie Bush,Grade 5,5,11,36.11,50.0,77.33,2,2,True,False,Good
S00118,Ellen Carter,Grade 3,3,9,16.0,33.33,,3,2,True,False,Unknown
S00119,Kimberly Ryan,Grade 1,1,19,14.81,100.0,62.5,0,2,True,False,Average
S00120,Paul Ramos,Grade 1,1,7,18.6,100.0,52.33,0,1,True,False,Failing
S00121,Benjamin Martin,Grade 4,4,14,31.43,37.5,90.0,4,2,True,False,Excellent
S00122,kristine johnston,Grade 4,4,12,17.5,50.0,62.17,1,1,True,False,Average
S00123,Elizabeth Morales,Grade 2,2,8,26.32,66.67,65.5,1,3,True,False,Average
S00124,Glenn Alexander,Grade 5,5,10,27.59,25.0,82.8,3,1,True,False,Good
S00125,Charles Guerrero,Grade 5,5,9,23.81,60.0,83.0,1,2,True,False,Good
S00126,Jeremy Rhodes,Grade 3,3,15,21.74,66.67,84.0,2,4,True,False,Good
S00127,Denise Evans,Grade 3,3,15,12.9,100.0,85.5,0,0,False,False,Good
S00128,Dr. Jamie Stewart,Grade 3,3,19,26.47,50.0,80.0,1,3,True,False,Good
S00129,Anthony White,Grade 2,2,9,28.95,25.0,61.0,1,2,True,False,Average
S00130,Eduardo Miranda,Grade 1,1,13,12.5,100.0,70.25,0,2,True,False,Average
S00131,Gregory Schroeder,Grade 3,3,13,11.11,66.67,102.0,1,1,True,False,Excellent
S00132,Jeremiah Frank,Grade 1,1,10,32.14,75.0,51.5,1,3,True,False,Failing
S00133,Kathy Jordan,Grade 4,4,9,40.62,33.33,,3,3,True,False,Unknown
S00134,Brett Knight,Grade 4,4,7,37.04,75.0,88.4,2,3,True,False,Good
S00135,Traci Johnson,Grade 1,1,18,15.15,66.67,86.0,1,3,True,False,Good
S00136,Mr. John Salas,Grade 2,2,10,23.08,50.0,65.5,3,1,True,False,Average
S00137,Cory Garcia,Grade 4,4,14,14.29,25.0,69.67,1,2,True,False,Average
S00138,michael mccall,Grade 2,2,8,26.19,40.0,67.5,3,3,True,False,Average
S00139,Jeffrey Pace,Grade 5,5,12,29.17,50.0,74.0,1,2,True,False,Average
S00140,Joshua Smith,Grade 3,3,18,31.03,75.0,56.67,1,2,True,False,Failing
S00141,mary mccullough dds,Grade 5,5,19,23.53,71.43,53.0,2,1,True,False,Failing
S00142,Brian Phillips,Grade 5,5,16,20.0,55.56,67.0,3,0,False,False,Average
S00143,cynthia macdonald,Grade 3,3,17,20.0,57.14,44.5,2,2,True,False,Failing
S00144,Dylan Riddle,Grade 5,5,9,21.88,66.67,78.5,2,2,True,False,Good
S00145,Bonnie Mitchell,Grade 3,3,8,11.54,40.0,78.0,3,2,True,False,Good
S00146,Kaylee Stewart,Grade 1,1,16,29.03,66.67,95.0,1,1,True,False,Excellent
S00147,Kimberly Williams,Grade 2,2,17,21.88,100.0,61.67,0,1,True,False,Average
S00148,travis moreno,Grade 5,5,10,32.26,50.0,76.6,1,5,True,False,Good
S00149,Nicholas Pope,Grade 3,3,10,18.92,50.0,58.5,2,3,True,False,Failing
S00150,William Griffin,Grade 5,5,10,40.0,0.0,65.33,4,3,True,False,Average
S00151,Kenneth Mccormick,Grade 1,1,7,22.58,50.0,92.0,1,2,True,False,Excellent
S00152,Hannah Baker,Grade 5,5,8,27.78,0.0,58.4,1,2,True,False,Failing
S00153,Megan Noble,Grade 2,2,11,20.0,50.0,65.33,3,2,True,False,Average
S00154,Chris Robles,Grade 4,4,13,20.0,25.0,75.0,2,0,False,False,Good
S00155,Sean Baker,Grade 3,3,19,33.33,100.0,75.75,0,3,True,False,Good
S00156,Joy Wilkins,Grade 4,4,16,37.5,60.0,,2,5,True,False,Unknown
S00157,Derrick Hall,Grade 3,3,14,21.43,71.43,57.0,2,3,True,False,Failing
S00158,jordan compton,Grade 3,3,8,24.0,100.0,93.67,0,5,True,False,Excellent
S00159,Erika Johnson,Grade 1,1,13,29.03,33.33,94.25,1,2,True,False,Excellent
S00160,Robert Gibson,Grade 5,5,9,21.62,20.0,76.75,2,1,True,False,Good
S00161,Jill Valdez,Grade 2,2,11,19.23,28.57,97.25,5,0,False,False,Excellent
S00162,Robert Baxter,Grade 3,3,8,42.31,0.0,58.33,2,3,True,False,Failing
S00163,Ryan Gordon,Grade 1,1,18,37.5,100.0,87.5,0,1,True,False,Good
S00164,Angela Gregory,Grade 2,2,14,20.0,33.33,53.25,3,0,False,False,Failing
S00165,Christina Parker,Grade 4,4,18,20.0,100.0,93.5,0,2,True,False,Excellent
S00166,Melissa Williams,Grade 5,5,14,32.14,80.0,49.33,1,3,True,False,Failing
S00167,Mrs. Jody Campbell,Grade 5,5,9,21.05,75.0,81.33,1,2,True,False,Good
S00168,Abigail Ochoa,Grade 1,1,7,16.67,100.0,80.67,0,5,True,False,Good
S00169,Susan Lloyd,Grade 3,3,10,42.31,71.43,87.5,2,0,False,False,Good
S00170,Krista Stewart,Grade 5,5,12,28.0,40.0,56.0,2,3,True,False,Failing
S00171,James Davila,Grade 2,2,8,30.0,50.0,103.0,2,3,True,False,Excellent
S00172,Julia Barnes,Grade 2,2,17,34.78,50.0,88.0,2,1,True,False,Good
S00173,Gregory Santos,Grade 3,3,12,28.57,50.0,66.0,1,1,True,False,Average
S00174,Michael Smith,Grade 2,2,10,25.0,50.0,47.0,1,3,True,False,Failing
S00175,Cynthia Torres MD,Grade 4,4,19,27.78,100.0,64.5,0,1,True,False,Average
S00176,Tyler Adams,Grade 3,3,15,20.0,14.29,50.0,2,4,True,False,Failing
S00177,rachel morgan,Grade 1,1,18,28.0,40.0,72.67,2,1,True,False,Average
S00178,Jessica Roberson,Grade 1,1,12,26.47,57.14,89.8,2,3,True,False,Good
S00179,Christopher Carter,Grade 3,3,7,25.93,50.0,79.0,2,6,True,False,Good
S00180,Carla Allen,Grade 5,5,9,22.22,0.0,52.0,2,2,True,False,Failing
S00181,Gregory Davis,Grade 4,4,11,30.77,0.0,79.5,1,1,True,False,Good
S00182,Jimmy Mcintosh,Grade 1,1,13,23.08,25.0,75.29,6,3,True,False,Good
S00183,John Tyler,Grade 2,2,7,31.82,50.0,58.33,1,6,True,False,Failing
S00184,Mathew Thomas,Grade 5,5,10,30.0,28.57,71.8,2,2,True,False,Average
S00185,Roy Booth,Grade 2,2,13,35.29,50.0,70.5,0,2,True,False,Average
S00186,Holly Moore,Grade 5,5,14,25.58,75.0,75.0,1,2,True,False,Good
S00187,John Williams,Grade 4,4,7,39.02,87.5,95.33,1,4,True,False,Excellent
S00188,Jeffrey Barnes,Grade 2,2,18,15.62,83.33,64.67,1,2,True,False,Average
S00189,Morgan Diaz,Grade 2,2,8,33.33,66.67,74.5,2,3,True,False,Average
S00190,Daniel Baxter,Grade 5,5,14,20.0,100.0,75.5,0,3,True,False,Good
S00191,Samantha Jackson,Grade 2,2,7,17.39,40.0,52.0,2,0,False,False,Failing
S00192,Christy Frazier,Grade 2,2,14,16.67,54.55,79.0,4,1,True,False,Good
S00193,Molly Davis,Grade 4,4,11,23.08,85.71,93.5,0,1,True,False,Excellent
S00194,barbara frederick,Grade 4,4,7,10.34,25.0,76.5,4,1,True,False,Good
S00195,Rita Sosa,Grade 4,4,9,25.0,44.44,78.29,4,1,True,False,Good
S00196,Anna Good,Grade 3,3,14,22.22,50.0,67.33,3,1,True,False,Average
S00197,John Mclaughlin,Grade 2,2,11,26.09,16.67,70.25,3,3,True,False,Average
S00198,Haley Young,Grade 5,5,13,15.15,80.0,104.0,0,3,True,False,Excellent
S00199,Renee Hunt,Grade 3,3,13,24.24,33.33,57.0,2,2,True,False,Failing
S00200,Daniel Stewart,Grade 4,4,14,9.09,50.0,65.0,2,1,True,False,Average
S00201,Thomas Pugh,Grade 5,5,13,38.46,60.0,82.75,1,2,True,False,Good
S00202,Laura Smith,Grade 5,5,19,13.64,0.0,71.5,3,3,True,False,Average
S00203,Andrew Shepard,Grade 1,1,14,28.57,37.5,64.75,4,4,True,False,Average
S00204,April Mann,Grade 4,4,19,32.0,100.0,70.75,0,1,True,False,Average
S00205,Danielle Carter,Grade 3,3,16,29.03,50.0,74.33,0,4,True,False,Average
S00206,suzanne gilbert,Grade 1,1,18,40.62,66.67,78.0,0,2,True,False,Good
S00207,Samantha Phillips,Grade 5,5,7,21.88,25.0,84.0,3,1,True,False,Good
S00208,Troy Dudley,Grade 4,4,12,22.22,50.0,66.0,0,3,True,False,Average
S00209,Daniel Bennett,Grade 4,4,16,13.79,50.0,67.0,5,2,True,False,Average
S00210,Brenda Butler,Grade 4,4,14,20.0,0.0,55.5,4,1,True,False,Failing
S00211,Jessica West,Grade 5,5,12,25.0,42.86,79.57,2,0,False,False,Good
S00212,Kristin Drake,Grade 1,1,17,37.84,50.0,55.86,2,4,True,False,Failing
S00213,William Patterson,Grade 5,5,11,28.12,42.86,73.33,3,4,True,False,Average
S00214,Allison Cruz,Grade 2,2,10,16.0,75.0,90.0,1,3,True,False,Excellent
S00215,Marie Carter,Grade 2,2,10,31.58,50.0,56.0,1,1,True,False,Failing
S00216,Stephen Vaughn,Grade 3,3,8,12.9,100.0,75.5,0,1,True,False,Good
S00217,Donna Taylor,Grade 4,4,10,10.0,40.0,72.62,2,1,True,False,Average
S00218,Lisa Cooley,Grade 1,1,10,15.38,0.0,78.0,1,1,True,False,Good
S00219,Jonathan Ward,Grade 1,1,12,26.09,16.67,75.5,3,3,True,False,Good
S00220,Wanda Sanchez,Grade 1,1,18,23.33,33.33,67.0,2,2,True,False,Average
S00221,christopher maynard,Grade 3,3,9,13.89,50.0,72.8,0,1,True,False,Average
S00222,Juan Richard,Grade 3,3,9,18.18,50.0,67.4,5,4,True,False,Average
S00223,bob mccall,Grade 1,1,10,30.0,100.0,73.5,0,0,False,False,Average
S00224,Jennifer Malone,Grade 3,3,14,30.43,50.0,92.67,0,4,True,False,Excellent
S00225,Dennis Ibarra,Grade 3,3,16,34.48,75.0,71.0,1,2,True,False,Average
S00226,Jessica Garcia,Grade 4,4,18,9.68,20.0,47.67,1,3,True,False,Failing
S00227,Nicholas Wright,Grade 3,3,18,30.0,50.0,92.0,1,2,True,False,Excellent
S00228,Glenn Ashley,Grade 3,3,8,31.58,75.0,88.0,1,2,True,False,Good
S00229,Debbie Cooper,Grade 3,3,10,18.52,50.0,59.67,1,2,True,False,Failing
S00230,Christopher Haynes,Grade 1,1,14,21.43,33.33,83.0,3,3,True,False,Good
S00231,Lisa Cross,Grade 1,1,12,27.59,45.45,96.5,1,1,True,False,Excellent
S00232,Clayton Luna,Grade 4,4,19,23.08,66.67,62.5,0,2,True,False,Average
S00233,Stephanie Murphy,Grade 5,5,13,14.29,40.0,46.0,1,3,True,False,Failing
S00234,Ronald Wood,Grade 3,3,8,19.44,80.0,68.0,1,2,True,False,Average
S00235,Christine Dorsey,Grade 3,3,16,18.75,55.56,44.0,4,1,True,True,Failing
S00236,Anne Waters,Grade 2,2,20,21.05,50.0,76.0,1,2,True,False,Good
S00237,Robert Williams,Grade 1,1,8,18.18,33.33,78.0,2,3,True,False,Good
S00238,Jason Fox,Grade 4,4,13,30.43,40.0,49.33,3,2,True,False,Failing
S00239,Sean Lane,Grade 3,3,15,18.18,75.0,,0,2,True,False,Unknown
S00240,Eric Baxter,Grade 3,3,7,32.14,100.0,79.5,0,3,True,False,Good
S00241,Maria Allen,Grade 2,2,17,19.44,33.33,84.67,1,2,True,False,Good
S00242,Sean Brooks,Grade 4,4,7,22.22,62.5,80.67,1,3,True,False,Good
S00243,Michael Shepard,Grade 1,1,16,28.57,25.0,70.0,3,4,True,False,Average
S00244,Taylor Davis,Grade 4,4,19,41.67,50.0,67.67,0,3,True,False,Average
S00245,William Norton,Grade 5,5,17,11.54,100.0,52.5,0,0,False,False,Failing
S00246,Jeffery Smith,Grade 4,4,11,33.33,80.0,,1,1,True,False,Unknown
S00247,Brittany Mccarthy,Grade 4,4,18,33.33,20.0,70.0,1,3,True,False,Average
S00248,Susan Turner,Grade 2,2,12,9.09,50.0,79.0,2,1,True,False,Good
S00249,Steven Smith,Grade 2,2,15,23.53,75.0,66.0,0,1,True,False,Average
S00250,William Logan,Grade 5,5,18,30.43,0.0,62.5,2,3,True,False,Average
S00251,Amy Simon,Grade 2,2,11,34.38,55.56,78.5,2,3,True,False,Good
S00252,Michelle Murphy,Grade 5,5,13,17.39,60.0,105.0,0,2,True,False,Excellent
S00253,Clifford Bentley,Grade 2,2,9,15.0,25.0,90.0,2,1,True,False,Excellent
S00254,Daniel Bender,Grade 4,4,15,48.0,25.0,98.5,1,2,True,False,Excellent
S00255,Spencer Wilson,Grade 1,1,9,8.11,40.0,71.67,2,3,True,False,Average
S00256,Belinda Holt,Grade 2,2,19,15.62,60.0,82.67,3,5,True,False,Good
S00257,Ralph Kelly,Grade 1,1,9,29.41,80.0,101.0,1,2,True,False,Excellent
S00258,Michael Levine,Grade 4,4,9,28.57,50.0,78.0,3,5,True,False,Good
S00259,Ashley Nicholson,Grade 3,3,16,26.47,33.33,63.67,4,1,True,False,Average
S00260,Caitlyn Davis,Grade 4,4,14,22.58,50.0,73.67,1,4,True,False,Average
S00261,Kevin Smith,Grade 1,1,9,25.0,50.0,99.0,0,1,True,False,Excellent
S00262,Kyle Luna,Grade 3,3,13,29.63,30.0,62.0,5,4,True,False,Average
S00263,dawn hodge,Grade 5,5,17,25.0,100.0,69.33,0,3,True,False,Average
S00264,Antonio Chung,Grade 2,2,16,33.33,57.14,72.2,2,3,True,False,Average
S00265,tracy chandler,Grade 3,3,17,30.3,33.33,63.0,2,0,False,False,Average
S00266,Kimberly Mercer,Grade 3,3,7,35.48,50.0,110.0,1,0,False,False,Excellent
S00267,laura mcdonald,Grade 3,3,19,25.71,100.0,89.0,0,2,True,False,Good
S00268,Shawn Owens,Grade 1,1,12,34.38,0.0,74.0,2,0,False,False,Average
S00269,Michael Flores,Grade 2,2,13,11.76,66.67,62.5,1,1,True,False,Average
S00270,Katherine Gill,Grade 2,2,16,40.0,40.0,74.2,2,0,False,False,Average
S00271,Todd Anderson,Grade 1,1,15,24.24,100.0,62.5,0,1,True,False,Average
S00272,Nicholas Boone,Grade 3,3,13,6.67,33.33,74.0,0,1,True,False,Average
S00273,Natalie Burke,Grade 1,1,11,27.27,25.0,62.67,5,3,True,False,Average
S00274,William Wilkerson,Grade 3,3,13,28.95,50.0,66.67,2,3,True,False,Average
S00275,Christopher Turner,Grade 2,2,12,28.57,33.33,72.0,2,2,True,False,Average
S00276,Megan Flores,Grade 3,3,7,30.77,25.0,67.25,1,1,True,False,Average
S00277,Cheryl Mason,Grade 4,4,10,41.18,66.67,68.5,2,3,True,False,Average
S00278,Matthew Mejia,Grade 5,5,12,22.22,50.0,51.5,3,4,True,False,Failing
S00279,Mr. Michael Stewart,Grade 3,3,17,32.5,71.43,84.6,2,1,True,False,Good
S00280,Christopher Lopez,Grade 4,4,14,17.24,57.14,92.33,2,1,True,False,Excellent
S00281,Kimberly Woods,Grade 1,1,8,23.08,50.0,58.8,0,2,True,False,Failing
S00282,James Fuller,Grade 3,3,9,25.0,25.0,78.67,3,3,True,False,Good
S00283,Keith Booker,Grade 5,5,14,33.33,20.0,63.5,4,1,True,False,Average
S00284,Cheryl Green,Grade 4,4,16,26.92,33.33,72.33,2,1,True,False,Average
S00285,Chad Wood,Grade 5,5,14,23.08,40.0,75.0,3,1,True,False,Good
S00286,Martha Perez,Grade 3,3,18,21.43,71.43,109.0,1,2,True,False,Excellent
S00287,Michael Price,Grade 3,3,19,23.33,66.67,74.67,1,2,True,False,Average
S00288,Gary Hudson,Grade 4,4,19,16.67,66.67,84.33,2,1,True,False,Good
S00289,Timothy Hall,Grade 3,3,17,32.43,30.0,74.33,3,3,True,False,Average
S00290,James Camacho,Grade 5,5,18,30.0,75.0,83.0,2,0,False,False,Good
S00291,Victoria Tucker,Grade 4,4,12,34.29,57.14,68.0,1,1,True,False,Average
S00292,danny johnson,Grade 3,3,10,33.33,0.0,83.5,1,2,True,False,Good
S00293,Denise Ramsey,Grade 3,3,13,42.86,42.86,52.33,3,1,True,False,Failing
S00294,Michelle Barker,Grade 5,5,9,20.0,50.0,87.33,1,4,True,False,Good
S00295,Kyle Lynch,Grade 4,4,13,22.86,50.0,77.5,0,1,True,False,Good
S00296,tracey murphy,Grade 2,2,12,24.24,60.0,44.0,2,0,False,False,Failing
S00297,Jeremy Ferguson,Grade 4,4,11,29.03,33.33,77.0,0,1,True,False,Good
S00298,Jeffery Gilmore,Grade 3,3,9,9.68,77.78,59.6,1,4,True,False,Failing
S00299,Laura Smith,Grade 1,1,15,18.6,80.0,44.0,1,2,True,False,Failing
S00300,Ms. Karen Thomas MD,Grade 2,2,18,30.77,42.86,83.0,3,2,True,False,Good
S00301,Vanessa Anderson,Grade 3,3,11,24.14,60.0,82.67,1,0,False,False,Good
S00302,Dr. Valerie Black,Grade 1,1,10,40.0,60.0,80.33,1,2,True,False,Good
S00303,Abigail Price,Grade 2,2,19,40.0,50.0,73.0,2,2,True,False,Average
